Small Unit Installation Postcode,Jan 2011 - SGU Rated Output In kW,Feb 2011 - SGU Rated Output In kW,Mar 2011 - SGU Rated Output In kW,Apr 2011 - SGU Rated Output In kW,May 2011 - SGU Rated Output In kW,Jun 2011 - SGU Rated Output In kW,Jul 2011 - SGU Rated Output In kW,Aug 2011 - SGU Rated Output In kW,Sep 2011 - SGU Rated Output In kW,Oct 2011 - SGU Rated Output In kW,Nov 2011 - SGU Rated Output In kW,Dec 2011 - SGU Rated Output In kW,Jan 2012 - SGU Rated Output In kW,Feb 2012 - SGU Rated Output In kW,Mar 2012 - SGU Rated Output In kW,Apr 2012 - SGU Rated Output In kW,May 2012 - SGU Rated Output In kW,Jun 2012 - SGU Rated Output In kW,Jul 2012 - SGU Rated Output In kW,Aug 2012 - SGU Rated Output In kW,Sep 2012 - SGU Rated Output In kW,Oct 2012 - SGU Rated Output In kW,Nov 2012 - SGU Rated Output In kW,Dec 2012 - SGU Rated Output In kW,Jan 2013 - SGU Rated Output In kW,Feb 2013 - SGU Rated Output In kW,Mar 2013 - SGU Rated Output In kW,Apr 2013 - SGU Rated Output In kW,May 2013 - SGU Rated Output In kW,Jun 2013 - SGU Rated Output In kW,Jul 2013 - SGU Rated Output In kW,Aug 2013 - SGU Rated Output In kW,Sep 2013 - SGU Rated Output In kW,Oct 2013 - SGU Rated Output In kW,Nov 2013 - SGU Rated Output In kW,Dec 2013 - SGU Rated Output In kW,Jan 2014 - SGU Rated Output In kW,Feb 2014 - SGU Rated Output In kW,Mar 2014 - SGU Rated Output In kW,Apr 2014 - SGU Rated Output In kW,May 2014 - SGU Rated Output In kW,Jun 2014 - SGU Rated Output In kW,Jul 2014 - SGU Rated Output In kW,Aug 2014 - SGU Rated Output In kW,Sep 2014 - SGU Rated Output In kW,Oct 2014 - SGU Rated Output In kW,Nov 2014 - SGU Rated Output In kW,Dec 2014 - SGU Rated Output In kW,Jan 2015 - SGU Rated Output In kW,Feb 2015 - SGU Rated Output In kW,Mar 2015 - SGU Rated Output In kW,Apr 2015 - SGU Rated Output In kW,May 2015 - SGU Rated Output In kW,Jun 2015 - SGU Rated Output In kW,Jul 2015 - SGU Rated Output In kW,Aug 2015 - SGU Rated Output In kW,Sep 2015 - SGU Rated Output In kW,Oct 2015 - SGU Rated Output In kW,Nov 2015 - SGU Rated Output In kW,Dec 2015 - SGU Rated Output In kW,Jan 2016 - SGU Rated Output In kW,Feb 2016 - SGU Rated Output In kW,Mar 2016 - SGU Rated Output In kW,Apr 2016 - SGU Rated Output In kW,May 2016 - SGU Rated Output In kW,Jun 2016 - SGU Rated Output In kW,Jul 2016 - SGU Rated Output In kW,Aug 2016 - SGU Rated Output In kW,Sep 2016 - SGU Rated Output In kW,Oct 2016 - SGU Rated Output In kW,Nov 2016 - SGU Rated Output In kW,Dec 2016 - SGU Rated Output In kW,Jan 2017 - SGU Rated Output In kW,Feb 2017 - SGU Rated Output In kW,Mar 2017 - SGU Rated Output In kW,Apr 2017 - SGU Rated Output In kW,May 2017 - SGU Rated Output In kW,Jun 2017 - SGU Rated Output In kW,Jul 2017 - SGU Rated Output In kW,Aug 2017 - SGU Rated Output In kW,Sep 2017 - SGU Rated Output In kW,Oct 2017 - SGU Rated Output In kW,Nov 2017 - SGU Rated Output In kW,Dec 2017 - SGU Rated Output In kW,Jan 2018 - SGU Rated Output In kW,Feb 2018 - SGU Rated Output In kW,Mar 2018 - SGU Rated Output In kW,Apr 2018 - SGU Rated Output In kW,May 2018 - SGU Rated Output In kW,Jun 2018 - SGU Rated Output In kW,Jul 2018 - SGU Rated Output In kW,Aug 2018 - SGU Rated Output In kW,Sep 2018 - SGU Rated Output In kW,Oct 2018 - SGU Rated Output In kW,Nov 2018 - SGU Rated Output In kW,Dec 2018 - SGU Rated Output In kW,Jan 2019 - SGU Rated Output In kW,Feb 2019 - SGU Rated Output In kW,Mar 2019 - SGU Rated Output In kW,Apr 2019 - SGU Rated Output In kW,May 2019 - SGU Rated Output In kW,Jun 2019 - SGU Rated Output In kW,Jul 2019 - SGU Rated Output In kW,Aug 2019 - SGU Rated Output In kW,Sep 2019 - SGU Rated Output In kW,Oct 2019 - SGU Rated Output In kW,Nov 2019 - SGU Rated Output In kW,Dec 2019 - SGU Rated Output In kW,Jan 2020 - SGU Rated Output In kW,Feb 2020 - SGU Rated Output In kW,Mar 2020 - SGU Rated Output In kW,Apr 2020 - SGU Rated Output In kW,May 2020 - SGU Rated Output In kW,Jun 2020 - SGU Rated Output In kW,Jul 2020 - SGU Rated Output In kW,Aug 2020 - SGU Rated Output In kW,Sep 2020 - SGU Rated Output In kW,Oct 2020 - SGU Rated Output In kW,Nov 2020 - SGU Rated Output In kW,Dec 2020 - SGU Rated Output In kW,Jan 2021 - SGU Rated Output In kW,Feb 2021 - SGU Rated Output In kW,Mar 2021 - SGU Rated Output In kW,Apr 2021 - SGU Rated Output In kW,May 2021 - SGU Rated Output In kW,Jun 2021 - SGU Rated Output In kW,Jul 2021 - SGU Rated Output In kW,Aug 2021 - SGU Rated Output In kW,Sep 2021 - SGU Rated Output In kW,Oct 2021 - SGU Rated Output In kW,Nov 2021 - SGU Rated Output In kW,Dec 2021 - SGU Rated Output In kW,Jan 2022 - SGU Rated Output In kW,Feb 2022 - SGU Rated Output In kW,Mar 2022 - SGU Rated Output In kW,Apr 2022 - SGU Rated Output In kW,May 2022 - SGU Rated Output In kW,Jun 2022 - SGU Rated Output In kW,Jul 2022 - SGU Rated Output In kW,Aug 2022 - SGU Rated Output In kW,Sep 2022 - SGU Rated Output In kW,Oct 2022 - SGU Rated Output In kW,Nov 2022 - SGU Rated Output In kW,Dec 2022 - SGU Rated Output In kW,Jan 2023 - SGU Rated Output In kW,Feb 2023 - SGU Rated Output In kW,Mar 2023 - SGU Rated Output In kW,Apr 2023 - SGU Rated Output In kW,May 2023 - SGU Rated Output In kW,Jun 2023 - SGU Rated Output In kW,Jul 2023 - SGU Rated Output In kW,Aug 2023 - SGU Rated Output In kW,Sep 2023 - SGU Rated Output In kW,Oct 2023 - SGU Rated Output In kW,Nov 2023 - SGU Rated Output In kW,Dec 2023 - SGU Rated Output In kW,Jan 2024 - SGU Rated Output In kW,Feb 2024 - SGU Rated Output In kW,Mar 2024 - SGU Rated Output In kW,Apr 2024 - SGU Rated Output In kW
3589,0.0,0.0,0.0,0.0,2.96,7.11,5.0,1.48,6.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,8.2,0.0,0.0,5.28,2.34,0.0,5.0,0.0,3.04,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,14.56,0.0,0.0,3.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,20.67,52.14,13.5,0.0,90.91,203.995,0.0,0.0,5.4,70.4,0.0,10.4,0.0,0.0,0.0,3.025,0.0,0.0,0.0,39.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,0.0,0.0,0.0,0.0,25.41,0.0,0.0,0.0,0.0,6.66,0.0,0.0,91.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,32.785,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,0.0,0.0,0.0,0.0,4.48,19.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,18.62,0.0,5.13,0.0,0.0,17.02,0.0,3.0,21.25,6.2,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,15.6,0.0,41.46,0.0,0.0,0.0,0.0,0.0,5.13,11.88,37.26,0.0,0.0,0.0,0.0,6.6,61.6,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.24,0.0,0.0,0.0,22.4,0.0,9.9,0.0,0.0,7.26,0.0,0.0,13.2,0.0,6.66,5.94,0.0,0.0,49.5,0.0,10.14,0.0,0.0,0.0,0.0,12.95,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.16,0.0,0.0,12.9,0.0,0.0,0.0,6.6,0.0
3591,0.0,0.0,0.0,2.04,5.0,0.0,1.48,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,0.0,0.0,12.1,0.0,6.5,6.6,0.0,0.0,12.2,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,6.63,0.0,6.615,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,32.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.8,0.0,7.2,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,0.0,4.09,0.0,2.04,21.5,20.76,5.05,0.525,10.86,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,3.99,12.095,10.0,0.0,6.12,9.0,5.0,0.0,7.5,6.0,3.0,6.5,4.0,8.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,10.4,10.7,0.0,4.5,0.0,0.0,0.0,9.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,7.42,0.0,10.45,0.0,6.325,4.95,20.88,4.2,14.58,0.0,0.0,25.59,0.0,11.76,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,40.5,0.0,6.3,0.0,25.08,13.68,0.0,9.9,0.0,3.3,0.0,0.0,19.8,25.74,9.24,0.0,4.845,0.0,13.2,13.26,0.0,0.0,0.0,40.68,15.015,9.6,0.0,6.66,0.0,13.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.925,26.58,6.66,5.28,6.64,0.0,0.0,6.64,0.0,0.0,6.64,11.58,29.9,0.0,6.64,6.64,0.0,0.0,8.3,0.0,0.0
3595,0.0,0.0,11.5,6.99,13.03,13.04,1.52,7.66,6.0,0.0,0.0,13.19,0.0,0.0,2.0,7.9,11.46,5.77,2.28,22.32,14.87,3.12,3.0,2.5,0.0,0.0,4.94,0.0,0.0,12.905,0.0,0.0,5.0,3.0,3.0,10.0,5.0,0.0,0.0,0.0,4.0,15.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,11.2,0.0,0.0,14.0,6.5,3.12,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.2,2.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,3.64,5.0,9.2,5.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,3.24,26.395,0.0,9.72,5.4,6.27,5.5,3.85,0.0,0.0,0.0,2.8,42.705,0.0,0.0,0.0,6.6,0.0,6.6,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,19.8,0.0,0.0,0.0,6.66,0.0,0.0,0.0,12.9,6.6,0.0,28.86,0.0,0.0,0.0,0.0,0.0,8.58,0.0,0.0,0.0,0.0,15.52,13.32,19.92,26.34,0.0,6.66,0.0,0.0,6.64,4.07,0.0,19.84,16.52,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,99.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,60.06,0.0,5.94,46.2,6.6,6.6,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,6.225,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,4.5,15.39,6.65,9.44,5.32,3.2,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,37.36,0.0,0.0,0.0,0.0,0.0,5.2,9.18,2.7,11.6,0.0,0.0,13.52,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,5.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,6.6,36.3,12.1,0.0,0.0,0.0,0.0,57.96,24.75,0.0,68.68,0.0,65.12,7.2,0.0,6.6,0.0,0.0,0.0,95.63,99.9,0.0,110.55,0.0,6.63,99.9,99.6,80.4,0.0,98.49,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,58.6,169.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,10.79,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,0.0,0.0,0.0,0.0,24.08,0.0,1.48,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,7.5,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,0.0,0.0,0.0,0.0,6.05,9.92,0.0,0.0,105.6,0.0,0.0,0.0,99.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,11.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,98.28,0.0,11.88,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.36,0.0,0.0,6.6,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,99.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0,0.0,10.79,0.0,0.0,13.28,0.0,9.68,0.0,0.0,0.0,0.0,0.0,11.88,0.0,0.0
3608,7.98,3.36,11.0,25.81,24.7,25.015,0.0,9.16,29.49,1.52,5.64,5.995,3.8,11.25,4.76,12.4,9.12,45.123,13.995,20.2,31.34,11.077,4.5,25.44,7.07,4.9,9.0,8.54,26.0,0.0,6.9,0.0,9.9,17.4,4.5,9.0,8.0,4.0,38.44,22.92,11.5,16.09,14.0,4.5,14.505,16.0,23.5,11.0,0.0,16.0,17.16,7.5,22.005,8.5,7.5,0.0,29.68,13.59,33.0,14.13,9.16,4.5,10.53,100.0,29.9,8.12,20.51,4.5,11.7,8.5,11.905,4.32,4.32,9.18,15.19,14.825,18.67,41.58,4.42,23.76,17.72,60.315,35.91,32.94,12.96,9.99,27.62,16.04,61.18,40.68,42.74,4.86,14.81,77.59,14.32,28.71,15.025,4.48,23.91,26.4,0.0,10.83,6.6,27.38,64.62,59.565,57.86,15.52,5.5,112.96,43.45,34.65,111.13,31.545,32.28,80.15,54.02,53.625,18.6,18.485,18.42,17.64,70.675,64.275,33.72,29.23,56.15,55.07,30.91,32.35,30.34,60.77,37.35,45.09,81.17,13.26,239.63,61.36,50.42,36.52,58.38,22.18,23.655,104.435,33.2,51.33,33.2,6.64,72.13,67.685,32.43,41.875,46.855,30.73,29.115,36.08,23.76,73.11,13.28,12.76
3610,3.62,6.13,5.14,3.42,7.03,16.83,6.88,6.48,0.0,0.0,5.7,5.26,3.04,8.09,11.19,3.04,5.13,16.75,12.22,8.04,22.247,7.0,5.0,12.91,5.0,6.2,19.405,0.0,0.0,0.0,9.5,8.32,3.0,8.0,7.1,17.0,3.0,0.0,6.5,0.0,7.23,8.0,31.34,4.5,7.5,0.0,10.0,0.0,5.0,23.5,26.0,8.0,0.0,11.0,5.0,5.0,5.0,5.0,0.0,9.0,0.0,0.0,10.1,22.3,13.25,15.8,4.08,0.0,0.0,19.38,14.75,12.985,9.905,17.88,3.12,0.0,11.68,4.0,127.55,0.0,9.04,13.37,0.0,106.415,13.165,11.515,31.765,0.0,6.0,9.31,4.125,0.0,8.4,18.15,17.22,172.615,10.34,13.02,0.0,28.64,26.415,5.1,13.2,177.84,5.4,69.75,21.655,16.185,34.19,25.48,13.86,8.25,6.66,11.0,16.05,13.2,7.85,12.0,21.8,5.28,60.68,6.66,26.67,6.66,5.52,30.25,0.0,23.94,6.6,77.96,6.63,14.74,33.3,6.66,13.695,56.57,17.94,25.72,9.44,22.22,13.57,30.965,13.28,25.48,112.915,4.98,6.64,42.69,16.24,0.0,23.24,0.0,0.0,6.525,50.555,13.2,4.92,24.2,10.56,0.0
3612,7.34,0.0,8.68,3.04,2.565,24.285,3.1,3.08,9.88,0.0,2.28,8.6,0.0,2.66,13.415,0.0,20.51,8.36,17.08,8.97,30.7,9.0,2.0,23.635,5.91,3.68,0.0,26.67,19.0,7.9,11.07,3.0,0.0,8.0,4.5,14.0,6.8,2.0,14.19,0.0,10.99,4.5,9.035,12.1,13.61,0.0,10.5,5.5,17.0,14.616,17.6,8.77,12.0,3.5,20.0,14.2,5.0,0.0,7.28,10.0,30.5,10.26,7.61,13.475,23.68,5.0,0.0,0.0,1.53,2.04,8.5,16.95,5.0,22.27,17.03,0.0,21.92,14.41,5.2,0.0,9.81,0.0,2.7,4.08,15.66,0.0,12.84,11.9,30.25,11.28,15.795,54.59,10.845,20.77,17.23,0.0,6.6,19.8,0.0,0.0,15.025,25.875,0.0,11.47,16.645,45.265,5.13,8.58,60.06,24.33,24.22,3.3,47.46,9.6,11.88,25.44,36.99,25.96,36.04,65.9,32.85,6.66,26.95,43.66,17.58,17.82,6.6,17.22,41.21,40.95,7.92,13.65,12.44,16.66,19.53,42.52,18.42,14.54,10.375,0.0,24.85,19.44,29.68,6.64,22.865,10.13,13.28,13.28,51.32,9.96,13.44,23.575,33.5,0.0,38.76,12.36,13.2,34.84,6.64,0.0
3614,0.0,0.0,2.96,5.8,2.1,11.27,4.24,7.41,0.0,0.0,0.0,14.35,0.0,0.0,2.73,0.0,13.38,20.27,9.48,13.0,12.88,5.0,0.0,0.0,0.0,4.95,30.0,5.0,0.0,5.0,0.0,8.57,5.0,9.5,3.0,0.0,0.0,4.0,5.1,10.0,7.0,15.1,17.56,0.0,5.0,4.8,3.0,30.0,0.0,5.0,8.0,5.0,0.0,0.0,10.4,0.0,15.0,0.0,0.0,0.0,1.5,3.0,5.2,5.72,5.0,4.77,0.0,4.59,10.4,0.0,6.24,25.0,0.0,4.64,1.925,0.0,26.5,21.13,10.435,44.46,10.9,5.13,0.0,110.5,4.86,0.0,0.0,10.97,40.985,3.3,0.0,33.86,11.68,29.68,23.58,23.905,6.6,0.0,6.44,0.0,4.48,6.6,12.6,4.2,0.0,16.49,5.04,19.615,6.6,3.3,21.105,6.6,6.6,6.6,40.22,13.2,6.6,13.26,49.29,30.16,40.7,20.705,21.02,19.95,0.0,6.66,13.26,0.0,9.25,11.16,6.66,36.63,0.0,10.53,6.63,6.66,13.26,0.0,0.0,32.31,16.15,26.14,6.4,0.0,7.47,0.0,19.92,23.23,6.64,8.715,0.0,6.64,13.2,8.36,0.0,33.72,0.0,46.8,0.0,0.0
3616,14.88,14.025,12.92,10.64,16.75,54.851,13.41,8.51,35.05,11.255,13.95,14.19,6.8,5.13,29.935,7.165,27.935,61.46,53.43,27.79,52.73,25.53,0.0,12.28,8.11,26.88,9.64,15.7,18.08,7.35,16.82,29.51,25.1,5.5,23.5,17.08,1.52,50.95,12.59,19.5,84.7,30.044,36.0,29.0,24.5,22.0,20.6,4.5,10.34,5.5,21.72,15.5,15.5,13.0,4.0,8.0,22.02,32.53,11.7,28.8,5.59,13.42,12.62,1.53,28.63,28.555,31.21,17.39,24.86,14.42,27.49,18.74,13.63,14.55,0.0,13.0,25.27,24.15,95.88,13.885,43.88,15.01,130.3,30.99,35.15,72.555,60.4,47.12,144.165,70.56,164.755,40.61,73.12,25.835,37.09,76.43,37.35,39.86,92.645,49.58,54.88,88.47,24.3,74.105,6.6,96.545,151.085,56.905,35.82,113.405,30.93,47.025,131.17,72.96,147.55,47.73,151.9,130.96,119.74,65.21,83.91,148.72,116.76,120.61,83.465,31.685,60.395,99.06,72.43,127.135,142.17,80.31,43.29,23.68,62.93,33.27,35.95,48.29,96.9,91.86,66.715,17.56,98.48,60.425,41.83,206.61,317.7,49.775,47.695,45.165,60.965,99.28,49.12,32.97,77.335,34.59,17.16,103.845,55.9,27.68
3617,0.0,0.0,0.0,0.0,0.0,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,7.99,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,10.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,0.0,0.0,0.0,0.0,6.48,0.0,0.0,35.075,0.0,0.0,37.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,5.94,0.0,0.0,0.0,24.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3618,0.0,0.0,2.59,0.0,6.16,3.6,0.0,0.0,4.625,3.33,0.0,0.0,0.0,0.0,0.0,7.79,10.91,15.24,3.9,0.0,1.52,0.0,0.0,3.0,0.0,9.0,28.0,3.1,4.0,2.55,6.0,3.83,0.0,3.0,0.0,3.12,0.0,0.0,1.88,0.0,2.5,5.0,1.5,3.5,13.5,0.0,8.25,0.0,3.0,0.0,19.5,0.0,4.0,0.0,9.975,4.0,10.0,0.0,5.0,0.0,0.0,8.32,3.12,34.32,5.72,2.04,0.0,5.2,0.0,0.0,5.2,0.0,4.05,9.18,0.0,0.0,0.0,10.6,5.51,0.0,11.925,0.0,0.0,0.0,8.12,0.0,13.2,0.0,0.0,13.62,86.575,5.5,0.0,12.65,10.15,0.0,6.12,13.435,0.0,20.01,23.1,4.95,0.0,83.12,19.155,13.86,77.335,6.6,0.0,0.0,13.2,29.88,47.0,6.6,6.6,0.0,38.67,0.0,116.78,27.38,0.0,6.66,30.15,74.16,30.34,6.555,6.66,0.0,5.2,0.0,0.0,6.63,18.33,0.0,12.48,0.0,13.26,6.63,19.24,3.735,16.6,0.0,0.0,6.24,0.0,48.14,40.965,14.71,0.0,0.0,20.335,24.485,0.0,13.28,13.28,0.0,6.6,0.0,13.28,0.0
