"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,State/Territory1,Number of individuals,Number of individuals with private health insurance,"Taxable income or loss3
no.","Taxable income or loss3
$","Gross tax
no.","Gross tax
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amount
no.","Total reportable fringe benefits amount
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2
no.","Other income category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - Primary production4 
no.","Total business income - Primary production4 
$","Total business income - Non-primary production4 
no.","Total business income - Non-primary production4 
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business - Primary production4 
no.","Net income or loss from business - Primary production4 
$","Net income or loss from business - Non-primary production4 
no.","Net income or loss from business - Non-primary production4 
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Net medical expenses over the threshold amount tax offset
no.","Net medical expenses over the threshold amount tax offset
$","Low income tax offset
no.","Low income tax offset
$","Mature age worker tax offset
no.","Mature age worker tax offset
$","Termination payment tax offset
no.","Termination payment tax offset
$"
5074,SA,"6,892","4,405","6,855","316,792,070","5,559","56,814,790","4,722","4,163,142",41,"38,888","5,008","57,568,258",244,"868,024","5,287","253,541,597",900,"2,421,781",115,"1,666,282",97,"1,241,735",477,"2,609,148",456,"4,663,090",44,"388,758",231,"6,868,590","4,170","6,468,332",578,"286,910","1,454","5,448,069","1,450","2,332,736","6,857","329,402,605","1,591","3,632,079",408,"609,910","3,047","733,565",261,"451,990","3,460","3,026,471",148,"49,686",172,"165,415",157,"277,231","2,313","687,218","2,833","898,440","5,430","12,277,495",488,"8,925,726",519,"4,216,757",33,"211,680","1,047","21,065,602",372,"1,625,480",49,"792,235",9,"76,341",91,"632,204",299,"3,101,175",234,"637,819",410,"7,690,956",444,"7,382,879",359,"1,374,738",292,"308,130",272,"261,336","1,043","17,216,818",801,"8,171,841",426,"958,926","1,047","8,136,633",459,"4,161,004",599,"-4,211,586","1,058","-50,582",349,"533,517",81,"286,711",74,"816,765",314,"841,101",16,"237,406",640,"31,837,258",657,"32,089,797",632,"19,715,389",17,"16,503",659,"12,025,099",677,"12,044,543",351,"2,175,550",197,"551,216",135,"106,005","3,919","1,232,175",456,"192,278",147,"441,440"
5075,SA,"5,995","4,178","5,962","297,513,611","4,850","57,649,675","4,226","3,990,619",39,"45,333","4,448","58,451,081",198,"653,199","4,514","223,575,600",828,"2,773,489",88,"1,651,370",75,"1,134,732",353,"2,012,972",430,"4,106,880",69,"636,335",268,"9,073,852","3,703","5,859,020",588,"481,459","1,480","10,857,742","1,477","4,649,547","5,972","309,101,299","1,385","3,051,542",327,"464,133","2,511","587,263",239,"372,651","2,947","2,722,921",160,"62,773",175,"274,238",188,"277,239","2,149","745,938","2,483","765,320","4,772","11,191,024",458,"8,622,826",552,"5,400,506",28,"-105,067","1,019","21,240,794",371,"886,183",48,"705,838",1,251,79,"505,645",319,"8,472,899",245,"3,130,569",435,"18,204,155",462,"5,644,505",396,"1,073,678",330,"142,041",296,"66,866",976,"15,118,160",787,"8,205,219",463,"1,081,242",992,"7,498,513",384,"2,937,454",611,"-4,604,268",995,"-1,666,814",315,"704,607",63,"350,219",93,"1,274,431",292,"548,794",14,"2,337,740",485,"27,782,228",498,"30,119,968",472,"19,735,358",16,"113,785",491,"9,818,449",505,"9,932,234",270,"1,894,013",256,"774,844",146,"110,025","3,281","1,028,994",484,"198,120",130,"401,606"
5076,SA,"5,871","4,443","5,840","300,195,842","4,779","58,519,327","4,267","4,101,115",42,"62,053","4,406","59,689,125",213,"737,970","4,473","236,722,179",810,"2,531,947",86,"1,028,969",83,"1,239,348",303,"1,475,177",338,"2,966,605",63,"676,172",188,"6,962,054","3,769","5,886,461",609,"221,994","1,500","7,946,680","1,496","3,406,605","5,845","313,662,800","1,528","3,643,937",402,"498,418","2,393","550,526",231,"394,204","2,976","2,954,349",138,"48,455",184,"256,270",201,"351,616","2,095","803,267","2,490","762,404","4,708","13,280,529",424,"8,018,049",612,"5,964,216",19,"120,891","1,160","26,335,688",407,"1,360,084",33,"401,752",5,"74,335",61,"965,037",315,"3,063,960",245,"622,866",432,"7,061,301",511,"7,770,440",420,"1,131,407",338,"142,848",293,"88,527","1,073","16,320,743",865,"9,523,191",494,"1,171,870","1,075","7,986,349",391,"2,738,562",687,"-5,099,229","1,078","-2,360,667",352,"555,428",80,"640,962",123,"1,975,284",389,"951,458",9,"152,678",482,"28,377,409",491,"28,530,087",477,"17,652,228",10,"8,591",491,"9,960,156",501,"9,968,747",294,"1,737,058",198,"664,664",148,"109,577","3,073","964,334",450,"183,525",121,"472,915"
5081,SA,"5,792","4,536","5,766","539,076,871","4,827","158,101,278","4,280","7,638,080",50,"73,282","4,452","162,111,038",244,"1,024,981","3,994","253,296,193",701,"2,913,388",72,"1,415,033",62,"1,555,170",290,"1,658,460",289,"2,789,039",104,"1,724,476",263,"11,266,821","3,909","12,979,494",881,"1,618,149","2,104","43,382,455","2,100","18,583,577","5,774","564,616,191","1,205","3,356,640",383,"642,929","1,566","419,431",192,"385,100","2,531","3,394,548",172,"82,658",235,"921,504",520,"2,834,168","2,101","2,061,856","2,398","1,581,221","4,569","24,514,362",585,"11,848,042",762,"13,433,822",65,"589,113","1,687","112,558,365",842,"16,166,210",37,"1,067,918",14,"440,775",70,"957,770",588,"43,929,833",500,"18,361,359",843,"95,664,274",798,"21,870,791",647,"3,369,240",576,"1,858,051",521,"267,461","1,234","25,950,656",928,"14,367,186",555,"1,924,883","1,249","13,712,920",517,"4,478,285",741,"-8,532,618","1,258","-4,054,333",433,"971,657",98,"876,135",303,"6,896,368",463,"1,884,069",32,"2,355,629",626,"121,049,095",652,"123,405,249",605,"75,213,239",38,"166,345",641,"47,252,332",672,"47,418,955",433,"16,730,619",288,"1,215,290",139,"162,835","2,366","736,498",457,"178,215",108,"564,539"
5082,SA,"8,829","6,031","8,791","522,265,446","7,410","113,462,353","6,587","7,184,049",108,"126,227","6,935","115,876,545",391,"1,509,594","7,056","399,498,313","1,224","3,912,983",145,"3,007,840",124,"2,759,794",598,"3,422,623",326,"3,232,134",106,"1,178,848",250,"8,990,338","5,360","8,490,947",834,"974,067","2,034","14,037,278","2,029","6,014,347","8,797","545,810,889","2,184","5,148,290",674,"929,748","3,538","876,254",338,"530,672","4,742","5,247,843",280,"114,835",303,"598,517",361,"829,431","3,068","1,445,102","3,903","1,382,182","7,177","23,101,169",750,"14,014,557","1,004","11,445,764",41,"168,758","1,505","51,915,316",624,"4,718,098",77,"1,381,612",9,"117,095",111,"896,290",489,"5,996,010",401,"1,518,863",672,"17,114,539",791,"15,286,792",572,"2,150,727",508,"346,839",445,"530,067","1,702","27,762,191","1,410","16,898,779",715,"1,788,963","1,713","13,808,346",597,"4,447,599","1,133","-9,181,496","1,730","-4,733,897",616,"834,472",99,"525,216",204,"3,883,904",633,"2,032,117",29,"914,649",876,"69,190,371",902,"70,105,020",812,"42,331,770",36,"71,225",887,"27,396,091",918,"27,467,316",528,"6,823,399",281,"885,738",172,"117,115","4,472","1,421,407",525,"218,904",204,"1,140,696"
5083,SA,"4,321","2,873","4,305","226,431,301","3,568","44,586,493","3,177","3,070,169",28,"35,506","3,340","45,843,642",231,"804,009","3,498","186,513,032",675,"2,207,938",75,"955,917",64,"849,974",322,"1,760,172",195,"1,984,041",52,"362,982",147,"4,506,979","2,620","4,340,790",405,"173,967",995,"4,365,332",994,"1,869,249","4,310","235,966,265","1,132","2,375,327",297,"494,826","1,920","450,817",156,"267,706","2,381","2,526,144",111,"39,713",124,"177,272",156,"290,683","1,497","522,030","1,846","534,136","3,515","9,324,827",366,"6,461,758",467,"4,397,446",15,"225,922",641,"14,707,922",295,"948,852",38,"719,509",5,"55,548",34,"623,730",186,"1,594,255",153,"393,300",283,"4,055,119",349,"4,777,987",283,"382,879",255,"107,945",226,"45,566",702,"10,313,877",585,"6,871,227",300,"751,569",701,"5,183,790",241,"1,403,732",465,"-3,896,441",706,"-2,492,709",221,"405,536",60,"178,713",68,"938,849",271,"657,270",14,"283,314",388,"25,072,432",402,"25,364,213",357,"16,187,340",19,"-76,879",396,"8,686,095",411,"8,613,674",243,"1,843,674",139,"362,806",76,"49,902","2,258","696,778",249,"106,696",95,"252,988"
5084,SA,"4,230","1,576","4,203","170,533,693","3,370","26,419,355","2,734","2,103,219",25,"27,041","3,085","27,056,064",156,"509,865","3,494","148,516,028",624,"1,467,632",46,"530,266",52,"377,703",550,"3,441,896",170,"1,822,985",17,"102,305",50,"1,432,450","2,060","1,859,493",148,"32,195",400,"914,769",398,"391,845","4,207","176,929,972",940,"2,057,414",247,"342,013","2,218","590,162",148,"243,490","2,121","1,748,232",73,"26,006",70,"20,860",51,"73,775","1,051","319,660","1,803","360,806","3,263","6,164,575",252,"5,177,057",180,"904,410",19,"528,611",356,"5,990,642",99,"107,597",58,"825,734",0,0,37,"295,622",90,"661,982",74,"134,688",116,"1,419,691",143,"2,845,148",99,"213,634",85,"33,112",83,"21,536",468,"7,041,342",389,"4,030,262",179,"406,407",474,"3,406,862",189,"1,300,936",288,"-2,103,125",477,"-802,189",162,"295,282",29,"126,160",21,"126,449",144,"236,855",12,"544,536",457,"19,996,354",466,"20,540,890",412,"13,027,880",12,"190,187",466,"7,182,172",475,"7,372,359",252,"785,453",48,"103,189",46,"29,525","2,621","875,544",203,"87,105",56,"71,744"
5085,SA,"9,072","5,000","9,020","447,493,822","7,528","83,069,203","6,553","5,908,107",78,"87,888","7,016","85,542,592",395,"1,479,616","7,414","386,975,427","1,483","3,770,756",123,"1,012,663",112,"1,085,178",751,"4,474,688",447,"4,489,962",58,"485,165",206,"5,542,324","5,010","5,391,390",500,"311,358","1,334","4,114,000","1,328","1,760,471","9,028","465,076,001","2,422","5,260,371",688,"1,001,157","4,658","1,186,945",467,"801,039","4,967","4,574,557",225,"102,105",231,"233,179",149,"302,340","2,779","937,868","3,977","918,630","7,347","17,245,666",726,"13,132,814",637,"4,653,954",15,"181,757",913,"21,127,020",319,"777,179",94,"1,601,579",3,"19,560",82,"3,505,702",301,"3,460,232",245,"1,058,390",395,"7,474,859",467,"9,154,591",355,"814,102",301,"180,483",266,"142,078","1,240","18,445,388","1,111","12,106,254",612,"1,641,931","1,261","9,126,759",354,"2,339,770",912,"-6,769,326","1,266","-4,429,556",407,"910,184",88,"206,469",83,"1,046,728",487,"844,617",26,"770,736",855,"52,317,377",880,"53,088,113",797,"36,229,418",28,"311,877",858,"16,450,522",885,"16,762,399",495,"3,328,191",183,"434,726",123,"103,725","5,108","1,591,814",430,"181,796",158,"312,202"
5086,SA,"8,346","4,725","8,305","391,726,656","6,944","69,121,325","6,075","5,180,341",63,"65,144","6,480","70,940,924",316,"1,112,115","6,977","346,973,229","1,338","3,760,467",123,"1,206,086",100,"863,147",702,"3,934,490",413,"4,075,527",55,"407,238",201,"5,778,781","4,745","5,066,947",501,"235,660","1,333","3,496,082","1,326","1,496,519","8,316","407,994,655","2,262","4,757,388",584,"802,117","4,246","1,021,679",456,"806,698","4,602","4,106,741",234,"86,293",190,"208,030",148,"295,408","2,774","966,621","3,644","883,629","6,849","15,856,630",708,"13,007,655",665,"4,741,844",10,"2,653",775,"13,179,477",299,"540,968",78,"1,272,432",3,"2,766",90,"721,121",276,"2,523,212",214,"644,044",379,"5,539,286",465,"6,707,150",349,"985,546",293,"183,846",264,"89,399","1,108","16,642,037","1,005","11,491,228",568,"1,584,151","1,123","8,565,807",297,"1,795,696",830,"-6,794,845","1,127","-4,999,149",361,"500,174",76,"339,157",78,"1,206,653",400,"681,351",20,"355,046",736,"56,236,326",756,"56,591,372",681,"41,702,766",21,"113,576",748,"14,443,426",768,"14,557,002",409,"2,538,442",180,"457,261",128,"88,611","4,936","1,563,779",533,"225,772",168,"389,501"
5087,SA,"5,845","3,365","5,825","274,777,697","4,760","49,487,658","4,084","3,602,821",39,"39,801","4,354","50,411,867",272,"961,311","4,736","230,669,050",916,"2,430,187",88,"1,003,436",92,"1,058,333",483,"2,904,969",347,"3,425,662",41,"246,419",192,"5,587,780","3,465","4,422,388",408,"193,992","1,025","3,481,206","1,022","1,488,265","5,827","285,610,610","1,448","3,113,512",411,"458,140","2,800","689,913",305,"542,937","3,101","2,787,902",129,"43,109",157,"137,572",111,"304,463","1,889","649,429","2,501","592,948","4,704","10,645,109",407,"7,680,622",431,"3,312,924",18,"182,128",636,"13,017,633",230,"606,512",67,"1,061,758",4,"23,984",56,"755,253",203,"1,859,978",163,"381,795",289,"5,436,069",299,"3,444,028",286,"736,841",231,"203,179",211,"39,753",781,"10,820,277",659,"6,608,126",328,"770,407",793,"5,551,306",288,"1,721,257",508,"-3,830,819",796,"-2,109,562",253,"399,867",48,"177,144",59,"854,241",284,"455,769",20,"222,524",523,"80,059,156",543,"80,281,680",485,"68,646,133",23,"22,990",535,"11,005,759",557,"11,028,749",293,"2,118,363",167,"432,887",94,"60,260","3,294","1,038,452",337,"145,466",122,"450,260"
5088,SA,"1,807",905,"1,801","78,579,513","1,480","12,968,096","1,301","1,038,924",17,"25,027","1,369","13,325,718",73,"262,363","1,498","69,472,618",274,"431,963",28,"244,784",21,"122,665",157,"895,105",94,"931,587",15,"80,241",36,"961,573",974,"715,827",108,"91,874",252,"649,261",252,"278,211","1,802","81,492,788",429,"908,900",109,"143,790",993,"251,675",80,"119,104",965,"732,553",31,"12,550",33,"15,199",19,"21,286",583,"187,553",776,"167,751","1,474","2,908,142",120,"2,318,767",142,"707,452",4,"19,420",157,"3,134,982",35,"15,415",12,"240,090",0,0,15,"48,683",47,"207,788",30,"28,210",59,"471,719",81,"886,333",56,"235,961",35,"13,168",35,"7,960",206,"3,215,465",186,"1,967,879",83,"181,776",214,"1,607,691",64,"588,133",150,"-1,130,014",214,"-541,881",73,"59,737",17,"19,012",14,"182,783",76,"126,186",2,"104,631",166,"6,430,786",168,"6,535,417",150,"3,614,557",3,"72,040",168,"2,738,064",171,"2,810,104",85,"364,767",32,"68,843",23,"13,401","1,122","354,520",128,"57,979",32,"60,518"
5089,SA,"4,196","3,078","4,172","220,208,873","3,439","43,792,253","3,081","3,033,674",36,"42,073","3,188","44,497,769",139,"491,870","3,224","175,015,596",645,"2,453,495",79,"1,328,645",62,"1,069,381",204,"1,108,761",272,"2,442,727",44,"419,209",163,"6,232,000","2,535","3,587,157",442,"228,393","1,084","5,437,027","1,084","2,328,818","4,181","230,111,572","1,091","2,700,866",288,"391,518","1,768","420,666",140,"236,149","2,190","2,057,993",121,"51,045",140,"168,432",163,"260,887","1,495","515,002","1,821","574,301","3,447","9,612,933",307,"5,623,013",477,"5,112,363",14,"-138,281",719,"17,551,565",276,"1,091,789",31,"952,563",2,"10,021",58,"419,020",237,"1,241,264",178,"215,488",323,"6,460,494",354,"5,542,290",277,"1,024,340",233,"472,581",229,"145,282",744,"11,009,481",657,"7,067,505",383,"881,835",750,"5,687,676",244,"1,381,932",511,"-4,009,467",755,"-2,627,535",218,"744,688",61,"283,926",106,"1,599,647",261,"608,470",13,"92,429",362,"23,294,934",374,"23,389,878",361,"15,446,657",14,"-63,637",370,"7,688,769",383,"7,625,857",210,"1,461,235",170,"564,836",107,"65,669","2,167","672,273",336,"139,524",94,"366,353"
5090,SA,"4,180","2,639","4,166","184,415,872","3,353","31,454,968","2,887","2,417,929",24,"23,658","3,028","31,572,724",141,"469,356","3,157","152,153,571",644,"1,317,298",64,"837,605",64,"561,135",258,"1,426,179",419,"4,241,506",33,"232,959",213,"5,974,109","2,500","3,240,111",393,"190,785",952,"3,409,604",951,"1,461,395","4,165","191,922,935",978,"2,003,510",251,"512,423","2,001","474,987",151,"203,602","2,070","1,802,604",117,"30,559",109,"88,520",110,"169,918","1,492","509,502","1,812","593,356","3,382","7,422,035",300,"5,613,506",357,"2,850,580",4,"-4,926",479,"7,618,716",200,"317,147",32,"381,599",2,"8,669",34,"189,971",188,"2,094,599",125,"477,293",258,"4,797,427",252,"3,471,258",265,"1,048,147",188,"246,566",172,"65,853",505,"6,116,788",443,"3,798,531",250,"500,996",513,"3,269,595",157,"775,318",356,"-2,227,652",513,"-1,452,334",185,"287,965",51,"55,870",52,"629,544",208,"358,494",9,"99,288",320,"56,871,761",328,"56,971,049",308,"51,180,148",9,"30,667",320,"5,615,956",328,"5,646,623",185,"744,467",172,"469,777",100,"121,458","2,379","738,956",341,"143,368",89,"248,477"
5091,SA,"4,448","2,967","4,427","221,346,589","3,633","41,904,621","3,230","3,004,113",37,"34,782","3,342","42,377,959",131,"461,643","3,453","180,378,378",701,"2,152,013",71,"1,228,287",56,"701,564",263,"1,393,666",373,"3,208,964",33,"298,009",229,"8,085,873","2,543","3,423,464",417,"119,888",971,"4,756,102",967,"2,038,270","4,433","230,360,975","1,100","2,429,744",264,"494,910","2,140","515,691",178,"250,313","2,347","2,112,905",149,"65,542",108,"121,227",109,"142,985","1,584","620,251","1,983","482,536","3,644","8,591,569",313,"5,761,277",448,"3,644,794",9,"-6,423",580,"9,846,465",249,"657,750",28,"536,681",2,"3,375",40,"271,170",217,"2,386,955",146,"678,694",266,"5,187,452",305,"3,246,040",310,"858,350",230,"173,408",211,"105,367",662,"8,558,577",579,"5,815,350",344,"762,977",662,"4,344,523",202,"1,057,903",465,"-3,422,176",667,"-2,364,273",168,"218,597",50,"183,017",57,"857,321",238,"457,770",9,"753,689",358,"26,075,804",365,"26,829,493",359,"18,886,945",9,"208,814",365,"9,378,864",372,"9,587,678",225,"1,631,378",201,"691,273",89,"69,011","2,349","739,930",337,"139,277",91,"321,928"
5092,SA,"9,659","5,803","9,623","447,817,139","8,004","78,204,064","7,108","5,994,917",67,"82,063","7,435","79,590,652",313,"994,032","7,985","393,848,894","1,569","3,924,807",149,"1,910,858",145,"1,299,867",713,"3,982,160",602,"5,684,280",109,"1,046,141",280,"8,871,365","5,324","5,121,756",735,"258,489","1,752","4,148,188","1,752","1,773,792","9,630","464,708,671","2,438","5,112,781",611,"871,994","5,245","1,262,508",399,"563,658","5,300","4,445,972",265,"88,966",208,"256,018",175,"508,985","3,323","935,851","4,182","932,716","7,951","16,686,214",662,"11,513,660",879,"7,275,507",9,"38,675",953,"13,596,163",374,"396,506",78,"1,020,420",3,"16,115",63,"382,451",340,"2,464,308",263,"504,118",463,"5,922,685",531,"6,266,241",492,"1,148,715",403,"432,761",367,"113,858","1,135","15,760,420","1,036","10,591,166",560,"1,266,888","1,152","7,786,217",330,"2,094,906",828,"-5,978,757","1,158","-3,883,851",331,"381,527",83,"665,818",92,"805,105",415,"864,057",22,"214,666",692,"37,302,433",712,"37,513,699",686,"22,083,701",24,"103,678",697,"14,866,447",719,"14,970,125",397,"2,345,061",292,"814,905",182,"101,503","5,749","1,798,773",802,"338,103",213,"591,152"
5093,SA,"4,687","2,576","4,671","207,711,664","3,829","35,063,295","3,286","2,725,501",36,"41,344","3,465","35,442,514",128,"421,091","3,765","177,585,699",771,"1,922,159",89,"1,078,762",76,"737,310",417,"2,402,417",368,"3,542,632",43,"280,551",129,"3,899,252","2,521","2,586,215",295,"444,235",766,"2,348,542",765,"1,004,230","4,673","215,670,119","1,155","2,513,196",290,"479,012","2,460","610,349",198,"300,238","2,429","2,030,232",117,"35,927",94,"43,811",57,"116,889","1,513","460,807","2,084","451,625","3,792","7,898,893",311,"5,954,555",343,"2,372,884",5,"-53,932",497,"7,918,630",183,"325,816",44,"477,541",3,"13,282",37,"151,952",175,"1,604,039",129,"307,599",236,"4,106,759",217,"2,494,293",190,"197,428",156,"35,015",139,"3,391",552,"7,202,604",471,"4,372,152",273,"540,337",559,"3,599,758",182,"1,056,430",378,"-2,366,073",560,"-1,309,643",177,"366,585",43,"84,963",41,"532,330",191,"316,964",9,"86,885",362,"14,799,846",370,"14,886,731",345,"7,793,990",12,"-23,621",366,"6,927,476",376,"6,903,855",207,"933,098",119,"306,786",67,"27,840","2,795","859,799",350,"145,027",140,"485,064"
5094,SA,476,212,474,"21,743,834",378,"3,959,203",312,"274,944",5,"6,806",334,"4,033,109",13,"34,431",368,"16,865,767",58,"133,877",6,"52,458",3,"7,763",46,"292,823",37,"353,315",3,"23,742",10,"313,922",249,"255,414",31,"32,761",70,"1,134,046",70,"485,808",475,"22,665,456",109,"306,756",35,"70,387",253,"66,943",14,"16,628",229,"179,273",7,779,14,"1,795",9,"24,289",138,"52,711",197,"55,017",378,"897,363",23,"393,105",30,"238,771",1,"13,885",53,"1,304,826",13,"88,322",3,"49,111",1,"11,230",4,"69,856",12,"65,074",5,"14,548",20,"187,184",20,"542,865",16,"18,880",14,"8,841",11,"1,019",52,"717,103",42,"350,589",18,"50,857",51,"351,912",20,"235,343",32,"-271,598",52,"-36,255",27,"98,565",4,"117,806",7,"90,002",18,"32,024",2,"37,344",50,"3,166,663",51,"3,204,007",50,"2,383,935",3,"-1,940",51,"822,766",53,"820,826",23,"104,240",8,"23,642",3,"1,510",281,"89,545",27,"11,584",4,"22,766"
5095,SA,"11,007","5,900","10,949","558,506,785","9,172","106,230,456","7,932","7,274,632",128,"180,973","8,586","109,435,283",421,"1,482,706","9,329","492,277,499","2,021","6,520,922",171,"2,179,015",181,"2,198,024",886,"4,953,374",380,"3,541,572",104,"749,047",160,"4,289,071","5,815","4,760,977",484,"206,720","1,376","5,729,986","1,368","2,453,445","10,967","581,738,458","3,127","7,135,766",922,"1,640,043","5,993","1,592,474",552,"1,074,883","6,181","6,079,746",334,"160,238",199,"220,830",137,"329,425","3,463","955,715","4,749","1,114,377","8,925","22,686,514",813,"14,607,276",855,"5,890,462",49,"1,305,654","1,050","29,255,495",275,"1,359,124",102,"1,250,218",5,"42,010",93,"617,072",329,"3,420,198",270,"791,513",404,"8,404,762",462,"7,983,789",316,"1,144,706",257,"255,998",213,"103,721","1,805","26,255,457","1,672","19,323,666",985,"3,067,300","1,815","14,164,480",380,"2,185,025","1,450","-12,485,014","1,830","-10,299,989",452,"526,848",73,"337,826",88,"1,329,461",556,"1,017,561",35,"1,840,449",851,"68,981,171",887,"70,851,507",843,"49,710,825",39,"398,393",870,"20,053,739",910,"20,475,477",484,"4,084,801",147,"310,007",151,"89,261","6,161","1,912,092",502,"216,420",253,"866,736"
5096,SA,"7,599","4,015","7,573","342,704,330","6,270","58,352,937","5,511","4,562,582",60,"60,010","5,778","59,800,735",194,"607,764","6,165","291,378,556","1,249","3,499,940",116,"1,370,058",123,"874,697",664,"3,959,890",401,"4,168,588",69,"544,430",168,"4,895,218","3,821","3,756,150",455,"132,879","1,106","3,549,562","1,106","1,520,936","7,573","356,318,063","1,982","4,300,998",499,"801,396","4,327","1,056,549",291,"359,299","4,031","3,410,748",208,"78,705",188,"274,200",91,"138,402","2,424","665,840","3,290","696,614","6,184","13,429,209",446,"8,350,319",579,"4,358,851",27,"864,164",854,"20,149,217",254,"1,065,264",70,"866,483",8,"53,123",62,"408,903",210,"2,085,897",161,"358,712",274,"4,922,001",284,"3,960,201",297,"917,011",210,"184,739",190,"101,726","1,026","14,369,669",923,"9,320,127",504,"1,127,934","1,037","7,160,017",287,"1,970,667",756,"-5,209,076","1,043","-3,238,409",297,"364,227",61,"634,367",88,"952,308",338,"671,444",19,"202,858",628,"35,182,683",646,"35,385,541",624,"22,943,518",21,"4,982",633,"12,154,070",651,"12,159,052",369,"1,603,962",156,"373,478",103,"53,226","4,616","1,460,171",557,"238,135",173,"279,167"
